idx,title,body,oof_p,entity_support,entity_conflict,entity_conflict_fullbody,phrase_entity_support,phrase_entity_conflict,person_support,person_conflict,person_substitution,person_type_match,canonical_entity_support,canonical_entity_conflict,qty_context_token_overlap,qty_context_exact_match,qty_context_conflict,argument_binding_conflict,pred_score,polarity_score,qty_score,claim_support_score,claim_conflict_score,claim_margin,found_predicate_chunk,num_mismatch,neg_mismatch,bigram_ov,title_cov,content_cov,idf_title_cov
6902,Tembus Rekor Harian 4 850 Kasus Jawa Barat Terbanyak,Penambahan harian kasus positif covid 19 menembus rekor tertinggi 4 850 per Kamis 8 10 Jumlah kumulatif kasus positif menjadi berjumlah 320 564 kasus Tambahan kasus harian ini berbeda tipis dengan catatan rekor sebelumnya pada 25 September lalu yakni 4 823 kasus Tiga daerah dengan sebaran kasus terbanyak yakni DKI Jakarta dengan 1 182 kasus Jawa Barat 597 kasus dan Jawa Tengah 348 kasus Kemudian secara berurutan disusul Jawa Timur dengan 347 kasus baru Riau 244 kasus Kalimantan Timur 238 kasus Sulawesi Selatan 213 kasus Papua Barat 210 kasus dan Sumatera Barat 201 kasus Sementara daerah dengan tambahan kasus di angka 100 yakni Aceh 169 kasus Banten 122 kasus Bali 107 kasus dan Sulawesi Tenggara 100 kasus baru Provinsi lainnya mencatat tambahan kasus baru di bawah 100 Lima daerah dengan tambahan kasus di bawah 10 yakni Bangka Belitung 2 kasus baru Maluku Utara 5 kasus baru Kalimantan Utara dan Sulawesi Barat masing masing mencatat 6 kasus baru dan Gorontalo 9 kasus baru Secara kumulatif kasus positif terbanyak berada di DKI Jakarta yakni 83 372 kasus disusul Jawa Timur 46 095 Jawa Barat 26 259 Jawa Tengah 25 26 Sulawesi Selatan 16 298 Akumulasi kasus sembuh terbanyak dicatat DKI Jakarta 26 280 kasus Jawa Timur 39 607 kasus Jawa Tengah 17 887 kasus Jawa Barat 15 966 dan Sulawesi Selatan 13 581 kasus Sementara catatan kasus meninggal terbanyak ada di Jawa Timur dengan 3 374 kematian DKI Jakarta 1 834 Jawa Tengah 1 472 Jawa Barat 527 dan Sumatera Utara 459 kasus Data nasional mencatat jumlah kasus positif per 8 Oktober 2020 sebanyak 320 564 kasus dengan kasus sembuh 244 060 kasus dan kematian 11 580 kasus,0.9728000974442093,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.4,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.012875536480686695,0.8888888888888888,0.06153846153846154,0.8346153813397477
3409,105 Calon Penumpang Daftar Rapid Test Antigen di Stasiun Senen Per 08 30 WIB,Seluruh calon penumpang kereta api KA jarak jauh diwajibkan untuk melakukan rapid test antigen COVID 19 sebelum menempuh perjalanan Untuk itu pelayanan rapid test antigen sudah mulai dilakukan sejak kemarin di beberapa stasiun termasuk Stasiun Senen Hari ini ada di Stasiun Senen antreannya sudah 564 yang mendaftar rapid antigen itu terakhir pukul 08 30 WIB ujar VP Public Relation PT KAI Joni Martinus saat ditemui di Stasiun Pasar Senen Jakarta Pusat Senin 22 12 2020 Antrean untuk melakukan rapid test antigen di Stasiun Senen sudah dibuka sejak pukul 07 00 WIB Untuk melakukan rapid test antigen setiap calon penumpang dikenakan biaya Rp 105 ribu Untuk melakukan rapid test antigen di Stasiun Pasar Senen calon penumpang diwajibkan untuk mendaftar terlebih dahulu di loket yang sudah disediakan Jadi mereka ini didaftar dulu terus beli alatnya untuk test Rp 105 ribu Lalu setelah itu mereka langsung bayar di tempat terang Joni Joni menjelaskan calon penumpang akan diberikan satu kit alat test rapid antigen setelah membayar Kemudian calon penumpang akan mendatangi tim pemeriksa untuk dilakukan pemeriksaan Calon penumpang harus menunggu sekitar 20 menit untuk mengetahui hasil rapid test antigen Setelah hasilnya keluar calon penumpang akan mendapatkan surat keterangan dari tim pemeriksa Lalu bagaimana jika hasil rapid test antigen nya reaktif COVID 19 Simak di halaman berikutnya,0.9727823677101338,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.7619047619047619,1.7619047619047619,0.23809523809523814,1.5238095238095237,0.0,0.0,0.0,0.04597701149425287,0.8571428571428571,0.10084033613445378,0.8640201929772832
1351,165 Positif Corona Tambahan Kasus Jateng Tertinggi Hari Ini,Jawa Tengah Jateng mencatat pertambahan kasus positif virus corona Covid 19 sebanyak 261 orang per Rabu 15 7 Lonjakan kasus tersebut menjadikan Jateng sebagai provinsi penyumbang kasus terbanyak hari ini Jawa tengah melaporkan kasus baru sebanyak 261 orang namun juga melaporkan kasus sembuh sebanyak 120 orang kata Juru Bicara Pemerintah untuk Penanganan Covid 19 Achmad Yurianto dalam jumpa pers di Graha BNPB Rabu 15 7 Yuri menyebut selain Jateng kasus positif virus corona juga disumbangkan dari provinsi lain Seperti DKI Jakarta dengan 260 orang Jawa Timur 165 orang Sulawasi Selatan 158 orang dan Kalimantan Selatan 109 orang Kemudian Sumatera Utara dengan 99 orang Jawa Barat 75 orang Bali 63 orang dan Papua 60 orang Sementara sejumlah daerah lain menyumbang kasus baru di bawah 50 orang Untuk kasus sembuh Jawa Timur mencatat tambahan pasien sembuh terbanyak dengan 521 orang Disusul DKI Jakarta dengan 193 orang Jawa Barat 140 orang Jawa Tengah 120 orang dan Sulawesi Selatan 113 orang Kemarin Jawa Timur yang mencatat lonjakan kasus tertinggi Dari beberapa hari belakangan Jatim kerap menjadi provinsi yang menyumbang kasus positif corona terbanyak Hari ini total tambahan kasus positif virus corona sebanyak 1 522 orang Dengan demikian total kasus positif Covid 19 di Indonesia mencapai 80 094 orang Sementara itu pasien sembuh bertambah 1 414 orang sehingga total menjadi 39 050 orang Sedangkan pasien positif yang meninggal dunia bertambah 87 orang sehingga total menjadi 3 797 orang,0.9720298522755879,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.015151515151515152,1.0,0.07627118644067797,1.0
7452,Positif COVID 19 Ketua KPU Jakarta Meninggal Dunia,Ketua Komisi Pemilihan Umum Sumatera Selatan KPU Sumsel Kelly Mariana meninggal dunia Kelly dikabarkan meninggal dalam kondisi terkonfirmasi positif COVID 19 Iya pagi tadi meninggal terpapar COVID 19 mohon doanya kata anggota KPU Sumsel Bidang Sosdiklih Parmas dan SDM Amrah Sulaiman dilansir Antara Minggu 17 1 2021 Menurutnya Kelly Mariana akan dimakamkan dengan protokol COVID 19 Jadi rekan rekannya tidak dapat mengantar jenazah ke TPU Kebun Bunga Palembang Kelly yang merangkap divisi keuangan umum logistik dan rumah tangga tersebut diketahui meninggal dunia di Rumah Sakit Charitas Palembang pukul 06 00 WIB Sementara suaminya juga dikabarkan masih menjalani isolasi Sebelumnya Kelly Mariana mengaku terkonfirmasi positif COVID 19 pada 13 Januari 2021 dan menunjuk Amran Muslimin sebagai pelaksana harian Ketua KPU Kelly lantas menjalani isolasi di RS Charitas Palembang karena mengalami gejala sakit Kelly juga diketahui berapa kali berkegiatan di Jakarta sebelum terkonfirmasi positif Kelly Mariana lahir di Palembang 5 September 1967 Ia pernah mengenyam pendidikan St Jhons Collage Whyalla South Australia 1988 dan Fisipol Universitas Sriwijaya 1992 Kelly meninggalkan empat orang anak Sebelum menjadi Ketua KPU Sumsel periode 2018 2023 Kelly pernah menjabat sebagai komisioner KPU Sumsel periode 2009 2013 Selain itu ia pernah menjadi konsultan Kepemiluan BRIDGE untuk KPU Australia AEC 2014 2015 konsultan Kepemiluan BRIDGE untuk KPU 2015 2018 dan tercatat sebagai anggota Internasional Electrion Expect Forum sejak 2011 serta anggota AFS Internasional sejak 1989,0.9719391495546843,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.2727272727272727,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.019417475728155338,1.0,0.05333333333333334,1.0
9778,KBRI Doha Bebaskan Denda dan Pulangkan 140 WNI Overstay ke RI,KBRI Riyadh membebaskan denda dan memulangkan sebanyak 140 WNI overstay Mayoritas dari WNI tersebut pernah merasakan dinginnya ruang tahanan di Arab Saudi Ke 140 WNI tersebut diterbangkan dengan Saudia Airlines SV816 pada Rabu 18 11 malam Mereka sudah tiba di Tanah Air pada Kamis 19 11 siang Garda depan Tim Pelindungan KBRI Riyadh tak kenal lelah mendampingi penyelesaian kasus mereka hingga mereka bisa dipulangkan ke Tanah Air kata Duta Besar RI untuk Arab Saudi Agus Maftuh Abegebriel dalam keterangannya Sabtu 21 11 2020 Maftuh mengatakan rata rata ke 140 WNI tersebut menyandang status sebagai orang kabur ilegal atau overstay Karenanya mereka harus membayar denda SAR 30 000 per orang jika ingin kembali ke Indonesia Dengan status kaburan ilegal atau overstay mereka pun diancam denda SAR 30 000 per orang agar bisa kembali ke Tanah Air kata Maftuh Mereka ke Arab Saudi kan untuk mencari nafkah masak mau pulang malah harus membayar lanjutnya Menurut Maftuh KBRI Riyadh membebaskan denda ke 140 WNI yang dipulangkan itu Ia juga mengucapkan terima kasih kepada pemerintah Arab Saudi yang sudah mau membebaskan denda overstay senilai Rp 15 5 miliar Jika dihitung ini kita bisa berhemat hingga Rp 15 5 miliar Kita perlu berterima kasih kepada Pemerintah Arab Saudi yang dengan kebijaksanaannya mau membebaskan denda kepada saudara saudara kita yang kurang beruntung itu tambah Maftuh Selain itu ada juga 23 WNI yang dipulangkan dari shelter penampungan KBRI Riyadh Mayoritas dari mereka kabur dari majikan karena tidak tahan dengan pekerjaan yang dirasa berat serta bosan setelah sekian lama bekerja ilegal Simak juga video Cerita Habib Rizieq soal Overstay dan Pemeriksaan oleh Intel Saudi Gambas Video 20detik,0.9716088832739858,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5714285714285714,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,0.012875536480686695,0.7272727272727273,0.05228758169934641,0.5797926162615045
4458,PB HMI Serahkan Bantuan untuk Korban Banjir di Tapan Pesisir Selatan,Kabareskrim Komjen Listyo Sigit Prabowo menyerahkan bantuan untuk korban banjir di wilayah Tapan Pesisir Selatan Dia berharap bantuan tersebut bisa meringankan beban masyarakat yang terdampak banjir Bantuan yang diberikan berupa 1 000 paket sembako Bantuan ini disalurkan melalui Badan Koordinasi Nasional Lembaga Ekonomi Mahasiswa Islam Pengurus Besar Himpunan Mahasiswa Islam Bakornas LEMI PB HMI dan Bakornas Lembaga Pariwisata dan Pecinta Alam LEPPAMI PB HMI Alhamdulillah kami bisa sampai di tanah Minang untuk menyalurkan bantuan yang diberikan oleh Kabareskrim Mabes Polri Komjen Listyo Sigit Prabowo untuk korban banjir di Tapan Pesisir Selatan kata Direktur Administrasi Bakornas LEPPAMI PB HMI Rizki dalam keterangan tertulis Senin 7 12 2020 Menurutnya Ada tiga nagari yang terdampak banjir bandang yang diakibatkan oleh intensitas curah hujan yang tinggi yakni nagari Kampung Tengah Simpang Gunung dan Binjai Sementara itu Direktur Eksekutif Bakornas LEMI PB HMI Arven Marta berterima kasih kepada Komjen Listyo Sigit yang telah berkenan membantu korban banjir di wilayah Pesisir Selatan Ini membuktikan jika pak Sigit Kabareskrim adalah sosok polisi yang memiliki jiwa sosial yang tinggi ujar Arven Salah seorang warga yang terdampak banjir Milen mengatakan bantuan yang diberikan oleh Kabareskrim yang disalurkan melalui HMI sangat membantu bagi keberlangsungan hidup keluarganya Apalagi bencana banjir ini terjadi di tengah pandemi COVID 19 Terima kasih banyak saya ucapkan kepada seluruh pihak yang telah membantu kami warga yang terkena banjir Bantuan ini sangat bermanfaat bagi kami katanya Dalam proses penyaluran bantuan ini dihadiri oleh Bakornas LEMI PB HMI Bakornas LEPPAMI PB HMI dan HMI Cabang Pesisir Selatan,0.9707475039186434,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0392156862745098,0.9090909090909091,0.07246376811594203,0.8792130520479089
4387,16 Ribu Orang Teken Petisi Tolak Ganjil Genap Motor Anies,Ketua Fraksi NasDem DPRD DKI Jakarta Wibi Andrino mengatakan kebijakan ganjil genap sepeda motor yang bakal diterapkan Gubernur DKI Jakarta Anies Baswedan hanya mempersulit masyarakat yang bekerja saat pandemi virus corona Covid 19 Ganjil genap motor hanya akan membuat masyarakat semakin sulit mencari nafkah ditambah semakin tinggi tingkat penularan Covid 19 di klaster transportasi umum kata Wibi kepada CNNIndonesia com Jumat 4 9 Wibi menyebut banyak masyarakat yang masih bekerja untuk menghidupi keluarga di tengah pandemi Menurutnya tak sedikit warga yang biasa memakai transportasi umum beralih ke transportasi pribadi untuk mengurangi resiko penularan Covid 19 Politikus NasDem itu menyatakan kebijakan ganjil genap DKI ini tak sejalan dengan rencana pemerintah menekan penularan virus corona Ia pun meminta kebijakan yang telah tertuang dalam aturan resmi namun belum diterapkan untuk dievaluasi Harus dievaluasi Kebijakan ganjil genap hanya akan menimbulkan masalah baru di tengah kasus Covid 19 yang terus meningkat ujarnya Gubernur DKI Jakarta Anies Baswedan ingin menerapkan aturan ganjil genap untuk sepeda motor Aturan tersebut tercantum dalam Peraturan Gubernur Nomor 80 Tahun 2020 tentang Pelaksanaan Pembatasan Sosial Berskala Besar Pada Masa Transisi Menuju Masyarakat Sehat Aman dan Produktif Kepala Dinas Perhubungan DKI Syafrin Liputo mengatakan penerapan ganjil genap untuk sepeda motor belum akan dilakukan sampai nanti dikeluarkan Keputusan Gubernur DKI Jakarta Rencana Anies tersebut mendapat penolakan dari masyarakat Sebanyak 16 ribu orang telah meneken petisi menolak pemberlakuan ganjil genap Melalui laman change org seorang warganet bernama Freddy Sinurat memulai petisi Tolak Pemberlakuan Ganjil Genap Prematur Dalaman itu Freddy bercerita bahwa dirinya adalah seorang pengguna kendaraan umum Karena penyebaran tersebut banyak jalanan padat karena semua menggunakan kendaraan pribadi Namun kata Freddy hal itu jauh lebih baik ketimbang harus berdesakan di kendaraan umum Lebih baik warga antri dalam kendaraan pribadi daripada berdesakan dalam kendaraan atau angkutan umum Lebih baik warga terlambat tiba di rumah karena kepadatan lalu lintas daripada berdesakan di terminal stasiun halte dan di kendaraan atau angkutan umum jelas dia,0.97048093034366,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.8,1.0,0.0,0.0,1.0,1.0,1.0,3.5,0.0,3.5,1.0,0.0,1.0,0.018050541516245487,0.9,0.047872340425531915,0.8365575085532385
7832,KPU Paksa Pasien Covid Gunakan Hak Pilih di Pilkada,Komisioner Komisi Pemilihan Umum KPU I Dewa Kade Wiarsa Raka Sandi mengatakan pihaknya tidak memaksa pasien covid 19 harus menggunakan hak pilihnya dalam Pilkada Serentak 2020 Jadi prinsip harus diutamakan tapi tidak dipaksakan Ini soal hak Gimana kalau ada pemilih pasien covid 19 misalnya keadaan kritis menyatakan saya tidak bisa gunakan hak pilih tentu kami tidak bisa memaksa kata Dewa dikutip dari Youtube Badan Nasional Penanggulangan Bencana Jumat 4 12 KPU sambung dia memiliki tugas untuk menjaga dan melindungi hak pilih setiap warga negara Dalam hal ini termasuk pasien yang tengah diisolasi karena positif corona Kalau terbukti KPU dengan sengaja menghilangkan hak pilih juga ada konsekuensi hukum Kami harap mari bersama sama berupaya menegakkan demokrasi hak pilih warga negara tuturnya Dewa menjelaskan nantinya petugas Kelompok Penyelenggara Pemungutan Suara KPPS akan mendatangi tempat isolasi pasien dengan didampingi saksi dan pengawas Menurut Peraturan KPU PKPU Nomor 6 Tahun 2020 petugas yang mendatangi pasien corona akan diwajibkan menggunakan alat pelindung diri APD lengkap Perkara APD Dewa mengharapkan seluruh logistik dapat diterima semua Tempat Pemungutan Suara TPS setidaknya sehari sebelum pemilihan suara yang jatuh pada 9 Desember nanti Logistik tersebut terdiri dari masker hand sanitizer pengukur suhu sarung tangan alat cuci tangan sampai APD jenis umum Ia mengatakan pihaknya juga berupaya memastikan sumber daya dari pihak KPU sampai KPPS siap melaksanakan tugas di hari pemilihan serta memastikan protokol kesehatan bisa diterapkan Untuk meminimalisasi kerumunan di TPS KPU mengimbau pemilih memilih pada jadwal yang telah ditentukan KPU membagi waktu pemilihan menjadi beberapa gelombang Misalnya Diharapkan hadir jam 7 sampai 9 gimana kalau lewat Tentu hak pilihan tetap dilayani Ini kan imbauan Kalau imbauan tentu kesadaran dan partisipasi jadi penting tambahnya Sanksi RinganPada kesempatan yang sama Komisioner Badan Pengawas Pemilu Bawaslu Ratna Dewi Pettalolo melaporkan hingga kini kampanye tatap muka masih menjadi metode yang diminati pasangan calon Meskipun penerapannya acap kali sarat pelanggaran protokol kesehatan jumlah kampanye tatap muka masih tinggi di kalangan paslon yakni mencapai 91 640 kejadian Dan 2 126 diantaranya kedapatan melanggar protokol kesehatan Mengacu pada PKPU Nomor 13 Tahun 2020 terdapat tiga sanksi untuk paslon yang melanggar protokol kesehatan yakni peringatan tertulis sanksi penghentian kampanye hingga pembubaran dan rekomendasi agar kampanye dihentikan selama tiga hari Ia mengakui sanksi ini terlalu ringan Memang sanksi ini terlalu ringan sebenarnya untuk pelanggaran protokol kesehatan Sanksi pidana bisa diberikan tapi tidak jadi kewenangan penyelenggaraan dalam hal ini Bawaslu Kewenangan itu di kepolisian jelasnya Untuk itu Bawaslu berupaya membentuk kelompok kerja pokja pengawasan dan penanganan pelanggaran protokol kesehatan bersama KPU Dewan Kehormatan Penyelenggara Pemilu DKPP Satuan Tugas Penanganan Covid 19 Polri TNI dan lembaga terkait Jelang hari pemilihan Ratna mengatakan pihaknya akan melakukan patroli ke TPS untuk memastikan protokol kesehatan sudah sesuai dengan aturan termasuk saat di hari pemilihan,0.9704091621241792,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.5,0.0,0.0,1.0,0.007142857142857143,0.8888888888888888,0.02962962962962963,0.8304451659012546
4210,Kepala Bea Cukai Jember Meninggal Terpapar COVID 19,Kepala Kantor Bea Cukai Banyuwangi R Evy Suhartantyo meninggal terpapar COVID 19 Ia mengembuskan napas terakhir setelah menjalani perawatan intensif selama 7 hari di rumah sakit Benar Almarhum Kepala Bea Cukai meninggal dunia karena terpapar COVID 19 kata Kepala Dinas Kesehatan Banyuwangi dr Widji Lestariono saat dikonfirmasi detikcom Senin 14 12 2020 Menurut dr Rio sapaan akrabnya Kepala Bea Cukai Banyuwangi terkonfirmasi COVID 19 saat berada di Kabupaten Jember Yang bersangkutan terkonfirmasi COVID 19 saat memeriksakan kesehatannya di Jember Klinik Kemudian sempat dirawat di sana beberapa hari Namun karena keluarganya ada di Banyuwangi ia selanjutnya dirujuk ke salah satu rumah sakit swasta rujukan COVID 19 di Banyuwangi Pengobatan sebenarnya sudah dilakukan secara maksimal Mulai dari obat injeksi actemra hingga pengobatan plasma konvalesen juga sudah diberikan tambahnya,0.97011968277415,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.043859649122807015,1.0,0.09090909090909091,1.0
3515,Kata Bupati Pati Soal Viral Foto Ganjar Tak Bermasker di Acara Pernikahan,Foto Bupati Pati Haryanto tanpa masker saat menghadiri acara pernikahan viral di media sosial Gubernur Jawa Tengah Ganjar Pranowo angkat bicara Ganjar mengaku sudah mendapatkan klarifikasi yang menyebutkan masker Bupati Pati dilepas hanya saat sesi foto dengan pengantin Yang saya terima yang berita Bupati Pati tidak pakai masker tadi sudah diklarifikasi karena mantennya minta itu dibuka karena mau difoto Yang gini gini ini jangan dilayani lagi kata Ganjar di kantornya Senin 18 1 2021 Saya hanya mengingatkan kita jangan sampai lupa begitu ada kerumunan masker ini tidak dilepas mau foto mau nggak nggak boleh imbuhnya Ganjar juga menceritakan beberapa kali ia terpaksa menolak ajakan foto yang terlalu dekat hingga ada yang mengajak bicara dengan membuka masker Hal hal itu menurut Ganjar bisa jadi edukasi soal protokol kesehatan COVID 19 Saya kemarin juga masih sempet menanam pohon semua yang ngomong dibuka masker kamu tutup atau enggak usah ngomong Pak foto dekat dekat enggak boleh jaga jarak dulu semua masker dipakai Sebenarnya edukasi edukasi semacam ini penting dilakukan karena kita sendiri juga tidak boleh ceroboh jelasnya Ia juga menyampaikan bagi yang sudah mendapat vaksin pun juga tidak boleh lengah protokol kesehatan Saya sendiri sudah divaksin saja enggan berani gembelengan enggak pakai masker seolah olah sudah sehat Vaksin itu salah satu saja tetap pakai masker Saya minta teman reman aapalagi pejabat publik untuk mengikuti semuanya tegasnya Diberitakan sebelumnya Bupati Pati Haryanto menanggapi fotonya yang viral karena tanpa masker saat menghadiri acara pernikahan Haryanto memberi penjelasan lewat akun Instagram pribadi miliknya haryantoshmmmsi Simak juga video Pasien Covid 19 Nikah Virtual dari RSDC Wisma Atlet Gambas Video 20detik Simak selengkapnya di halaman selanjutnya,0.9699828488766996,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,3.5,0.0,3.5,1.0,0.0,0.0,0.007662835249042145,0.8333333333333334,0.060240963855421686,0.8130886737447643
11414,Potensi Kerumunan Berjejal Jadi Alasan Buka Masjid Istiqlal,Masjid Istiqlal di Jakarta sudah selesai direnovasi dan diresmikan Presiden Jokowi Tetapi Masjid Istiqlal belum dibuka untuk umum untuk mengantisipasi kerumunan masyarakat di tengah pandemi Corona COVID 19 Kerumunan menjadi salah satu faktor terjadinya penularan virus Corona Pihak Masjid Istiqlal pun juga memiliki pertimbangan belum membuka masjid untuk umum meskipun pemerintah sudah mengizinkan tempat ibadah diisi maksimal 50 persen dari total kapasitas Sampai sekarang ini kita belum buka Pertama karena kita mengikuti protokol kesehatan ya kan Instruksi Mendagri Nomor 1 Tahun 2021 memang ada diktum di situ dimungkinkan rumah ibadah itu dibuka tapi maksimum 50 persen ya kan kata Imam Besar Masjid Istiqlal KH Nasaruddin Umar kepada wartawan di Masjid Istiqlal Jakarta Pusat Jumat 8 1 2021 Diketahui kapasitas Masjid Istiqlal adalah menampung 200 ribu jemaah Jika pun mengizinkan maksimal 100 ribu jemaah dikhawatirkan juga bakal timbul persoalan baru Tapi 50 persen untuk Masjid Istiqlal kapasitas Istiqlal itu 200 ribu orang Lima puluh persen dari 200 ribu itu adalah 100 ribu berkumpul 100 ribu di Masjid Istiqlal nanti kami akan berhadapan dengan persoalan persoalan titik titik tertentu ya kan misalnya pintu keluar bersamaan keluar ya kata Nasaruddin Di samping itu faktor terbatasnya akses tangga turun juga menjadi pertimbangan Akan berpotensi menimbulkan kerumunan jika jemaah berkumpul di satu titik saat keluar Masjid Istiqlal Istiqlal itu kan lantai 2 Ya kan lantai 2 itu membutuhkan tangga turun sedangkan tangga turunnya itu kan hanya terbatas pada pintu pintu tertentu Nah saya bayangkan nanti 50 persen dari total jemaah Masjid Istiqlal turun dari pintu yang bareng ya kan itu pasti akan terjadi kerumunan kata Nasaruddin Untuk itu Nasaruddin mengungkapkan Masjid Istiqlal belum bisa digunakan untuk beribadah meski telah selesai direnovasi Salat Jumat pun saat ini hanya digelar oleh pihak internal Istiqlal Maka itu untuk mencegah segala kemungkinan yang akan terjadi Istiqlal sambil melakukan pembenahan pembenahan teknis karena ini kan baru diresmikan maka itu kami belum membuka secara umum Istiqlal itu dipakai untuk salat Jumat dan berjemaah memang ada Jumatan dilakukan tapi sebatas untuk internal Istiqlal Ini kan masih ada pekerja masih ada karyawan ujar Nasaruddin Lalu kapan Masjid Istiqlal bisa dibuka untuk umum,0.9699142834873986,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,-1.0,0.5,2.5,1.0,1.5,1.0,0.0,1.0,0.003257328990228013,0.5,0.023809523809523808,0.48397382191188465
13515,Anies Sebut Ganjil Genap Pasar Efektif Cegah Covid 19,Gubernur DKI Jakarta Anies Baswedan menyebut pembatasan operasional pasar dengan sistem ganjil genap tidak efektif selama penerapan PSBB transisi Dalam pelaksanaannya kata Anies metode ganjil genap tak berhasil mempengaruhi kedatangan pengunjung Kebijakan itu juga bisa disiasati oleh pedagang Praktiknya penjual tetap datang Hari ganjil penjual genap menitip penjual ke yang ganjil kata Anies di Balai Kota DKI Jakarta Rabu 1 7 Atas dasar itu Anies memutuskan meniadakan aturan ganjil genap di pasar Ia lebih memilih melakukan pembatasan jumlah pengunjung Jadi lebih penting kita mengendalikan jumlah orang masuknya daripada kendalikan di dalamnya ucap Anies Jalan yang dicoba kemarin ganjil genap ternyata tidak efektif sekarang kita coba lewat jumlah sambil kita pantau dampaknya imbuh dia Pembatasan jumlah pengunjung pasar akan dilakukan dengan menggandeng TNI dan Polri Anggota TNI Polri serta ASN nantinya bertugas memantau jumlah pengunjung pasar Sebelumnya Anies juga memutuskan memperpanjang Pembatasan Sosial Berskala Besar PSBB transisi di ibu kota hingga 14 hari ke depan PSBB transisi di Jakarta telah berlaku sejak 5 Juni lalu PSBB Transisi di Jakarta diperpanjang 14 hari ke depan dan akan evaluasi lagi sesudah kita dapat perkembangan terbaru ujar Anies,0.9698817115356037,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.736842105263158,2.236842105263158,1.263157894736842,0.9736842105263159,1.0,1.0,1.0,0.005847953216374269,0.5555555555555556,0.04310344827586207,0.6351520313487268
